,ts_code,exchange,business_scope
3009,300315.SZ,SZSE,许可经营项目：第二类增值电信业务中的信息服务业务(不含固定网电话信息服务和互联网信息服务)；因特网信息服务业务(除新闻、教育、医疗保健、药品、医疗器械以外的内容)；利用互联网经营游戏产品；互联网游戏出版，手机游戏出版。一般经营项目：技术推广；销售计算机、软件及辅助设备；货物进出口、技术进出口、代理进出口。设计、制作、代理、发布广告；出租办公用房。
3010,002930.SZ,SZSE,物流项目投资；物流链管理；码头、仓储的建设及运营；海上国际货运代理、陆路国际货运代理、国内货运代理，仓储代理；物流管理咨询，企业管理咨询，投资管理咨询。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
3011,300891.SZ,SZSE,生产、销售：钛白粉(二氧化钛)及其相关化工产品(不含危险化学品)、硫酸；蒸汽发电(自用)；货物或技术进出口(国家禁止或涉及行政审批的货物和技术进出口除外)；国内贸易代理；进出口代理(以上项目不涉及外商投资准入特别管理措施)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
3012,300173.SZ,SZSE,研发、生产、制造、安装、销售：智能机器人、自动化装备；智能自动化生产系统、物流仓储系统、生产辅助系统、控制软件、智能化数控系统、信息技术与网络系统的设计、开发、技术咨询、服务、转让；以自有资金进行产业投资、实业投资、股权投资；经营本企业自产产品及技术的出口业务和本企业所需的设备、零配件、辅助材料及技术的进出口业务，但国家限定公司经营或禁止进出口的商品及技术除外。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
3013,300104.SZ,SZSE,互联网信息服务(含发布网络广告)；第二类增值电信业务中的信息服务业务(不含固定网电话信息服务和互联网信息服务)；制作、发行动画片、专题、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目(广播电视节目及电视剧制作许可证有效期至2019年12月14日)；计算机软、硬件的开发；计算机系统服务；销售计算机软、硬件及辅助设备、服装、鞋帽、皮革制品、针纺织品、日用品、玩具、文化用品、体育用品、家用电器、珠宝首饰、小轿车、汽车配件；从事互联网文化活动。(从事互联网文化活动以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。)
3014,301022.SZ,SZSE,研发、设计、制造、销售：模具、塑料机械及配件、自动化装备、橡塑原料、橡塑制品、检具；批发、零售：五金交电、化工产品(不含危险品)；模具维修，技术服务，自有资金对外投资；货物进出口、技术进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
3015,603155.SH,SSE,许可项目：危险化学品生产；危险化学品经营；货物进出口；技术进出口；进出口代理(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)一般项目：化工产品生产(不含许可类化工产品)；化工产品销售(不含许可类化工产品)；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；国内贸易代理；知识产权服务；专用化学产品制造(不含危险化学品)；专用化学产品销售(不含危险化学品)(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)
3016,300113.SZ,SZSE,经营第二类增值电信业务(范围详见有效《中华人民共和国增值电信业务经营许可证》)；利用互联网经营游戏产品(范围详见有效《网络文化经营许可证》)。计算机软件的技术开发、咨询、成果转让，计算机系统集成，培训服务，设计、制作、发布国内广告；通信设备、电子元器件、计算机及配件、网络设备的销售(依法须经批准的项目，经相关部门批准后方可开展经营活动)(以公司登记机关核准的为准)
3017,300112.SZ,SZSE,生产经营自动化仪器仪表、数控系统及加工中心、计算机软件、自动化工程。研发、生产和销售智能无线数据终端产品。经营进出口业务(法律法规禁止的项目除外，限制的项目且须取得许可后方可经营)。房屋租赁、场地出租、物业管理服务。经营范围以登记机关核准登记的为准，公司应当在登记的范围内从事经营活动。
3018,002561.SZ,SZSE,百货、针纺织品、工艺美术品、劳防用品、日用杂货、五金交电、摩托车、电器机械及器材、电子计算机及配件、通信设备、仪器仪表、计量衡器具、金属材料、木材、建筑装潢材料销售，经济信息咨询，一类医院器械。酒类商品零售，卷烟、雪茄烟的零售，销售预包装食品(含冷冻冷藏，不含熟食卤味)。(限分支机构经营)。
3019,002341.SZ,SZSE,新型材料及其衍生产品的研发；光学胶带、高净化胶带、高净化保护膜、散热膜的制造；显示行业、锂电池行业用功能性薄膜材料及其衍生产品，高分子、高性能复合材料、光学薄膜、功能性薄膜、碳类材料技术及其制品的研发与制造；有机高分子材料及制品的技术开发、销售、售后服务及其他国内商业、物资供销业(不含专营、专控、专卖商品及限制项目)；洁净技术咨询(不含限制项目)；防尘、防静电服装及鞋的生产(生产场地执照另办)；经营进出口业务(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)；计算机软件开发(不含限制项目)；净化工程设计及安装，纯水工程的设计、施工与咨询；纯水工程设备的生产(由分支机构经营)；工程项目的咨询、管理；机电装饰、中央空调、弱电自控、压力容器工程及设备的设计、施工、安装及咨询；实验室设备、家具及通风系统安装；超净清洗；投资兴办实业(具体项目另行申报，具体由分支机构经营)；普通货运(道路运输经营许可证有效期至2020年03月7日)；销售无纺布制品、日化产品(不含危险化学品)、劳保及防护用品、特种劳动防护用品产品的生产和销售。
3020,300118.SZ,SZSE,一般经营项目：硅太阳能电池组件和部件、电器、灯具、橡塑制品、电子产品、光电子器件的制造、加工，太阳能发电工程设计、施工、承包，电力、新能源、节能相关技术的研发、转让、咨询、服务，合同能源管理及咨询服务，设备、设施租赁。太阳能发电，自营和代理货物与技术的进出口，但国家限定经营或禁止进出口的货物与技术除外。(分支机构经营场所设在：宁海县兴科中路23号)
3021,300037.SZ,SZSE,"铝电解电容器、锂离子二级电池专用电子化学材料的开发和产销(以上不含限制项目)；经营进出口业务(按深贸管登字第2003-0939号文执行)。普通货运(凭《道路运输经营许可证》经营)；甲醇(1022)，乙醇[无水](2568)、2-丙醇(111)、碳酸二甲酯(2110)、乙腈(2622)、三乙胺(1915)、正丁醇(2761)、碳酸二乙酯(2111)、N,N-二甲基甲酰胺(460)、2-丁氧基乙醇(249)、硫酸(1302)、盐酸(2507)、正磷酸(2790)、次磷酸(161)、乙酸[含量＞80%](2630)、氢氧化钠(1669)、氨溶液[含氨＞10%](35)、硼酸(1609)、对甲基苯磺酸铁溶液(2828)、双电层电容器电解液(2828)、锂离子电池电解液(2828)、氢氟酸(1650)、氟化铵(744)、过氧化氢溶液[含量＞8%](903)(凭《危险化学品经营许可证》经营)。自有房屋租赁。"
3022,002411.SZ,SZSE,中药材收购；药品的生产及自产品的销售；7—氨基—3—去乙酰氧基头孢烷酸(7—ADCA)、5，5—二甲基海因及其衍生产品、三氯吡啶醇钠、六氟磷酸锂、锂电池隔膜、高强高模聚乙烯纤维、无纬布及制品、盐酸、氟化氢(无水)、氢氟酸、苯乙酸、氯化铵、硫酸铵、硫酸吡啶盐、塑料制品的生产及自产品销售(上述产品的生产、销售需按环保审批意见执行)；化工设备(压力容器除外)、机械设备制造、安装；经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务(国家限定公司经营或禁止进出口的商品及技术除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
